timestamp_local,timestamp_epoch_s,hr_bpm,rr_ms
2026-09-13 19:49:30.008,1789339770.0084677,71,845
2026-09-13 19:49:30.243,1789339770.2434692,76,794
2026-09-13 19:49:30.997,1789339770.9974692,80,754
2026-09-13 19:49:31.987,1789339771.9874012,85,710
2026-09-13 19:49:32.932,1789339772.9324443,78,767
2026-09-13 19:49:33.922,1789339773.9223337,72,839
2026-09-13 19:49:34.957,1789339774.9573998,60,994
2026-09-13 19:49:35.947,1789339775.947437,61,988
2026-09-13 19:49:36.937,1789339776.9375265,73,821
2026-09-13 19:49:37.928,1789339777.9281094,95,634
2026-09-13 19:49:38.962,1789339778.9624958,55,1093
2026-09-13 19:49:39.072,1789339779.0724561,55,1090
2026-09-13 19:49:39.952,1789339779.9524562,68,880
2026-09-13 19:49:40.942,1789339780.9425082,83,721
2026-09-13 19:49:41.932,1789339781.9323006,88,679
2026-09-13 19:49:42.922,1789339782.9223173,92,654
2026-09-13 19:49:43.959,1789339783.959184,87,692
2026-09-13 19:49:44.947,1789339784.9475603,52,1159
2026-09-13 19:49:45.937,1789339785.9374907,55,1096
2026-09-13 19:49:45.970,1789339785.9708235,54,1101
2026-09-13 19:49:46.927,1789339786.9278233,63,957
2026-09-13 19:49:47.962,1789339787.9626107,81,737
2026-09-13 19:49:48.952,1789339788.9523878,80,747
2026-09-13 19:49:49.987,1789339789.9878888,69,875
2026-09-13 19:49:50.932,1789339790.9326022,56,1067
2026-09-13 19:49:51.922,1789339791.9226649,57,1052
2026-09-13 19:49:52.199,1789339792.199394,69,866
2026-09-13 19:49:52.957,1789339792.9573941,79,758
2026-09-13 19:49:53.947,1789339793.9476032,84,714
2026-09-13 19:49:54.937,1789339794.9379253,81,738
2026-09-13 19:49:55.972,1789339795.9727614,68,885
2026-09-13 19:49:56.962,1789339796.9627116,57,1050
2026-09-13 19:49:57.952,1789339797.952262,59,1009
2026-09-13 19:49:58.207,1789339798.2072794,74,807
2026-09-13 19:49:58.942,1789339798.9422793,82,735
2026-09-13 19:49:59.932,1789339799.9326856,84,712
2026-09-13 19:50:00.922,1789339800.9223042,78,771
2026-09-13 19:50:01.957,1789339801.9572482,63,958
2026-09-13 19:50:02.992,1789339802.9923213,60,1002
2026-09-13 19:50:03.937,1789339803.9375062,65,928
2026-09-13 19:50:04.205,1789339804.205951,75,795
2026-09-13 19:50:04.927,1789339804.927951,83,722
2026-09-13 19:50:05.962,1789339805.9626782,87,691
2026-09-13 19:50:06.952,1789339806.952387,84,711
2026-09-13 19:50:07.942,1789339807.942538,72,833
2026-09-13 19:50:08.932,1789339808.9322832,60,996
2026-09-13 19:50:09.054,1789339809.054405,64,944
2026-09-13 19:50:09.922,1789339809.9224048,69,868
2026-09-13 19:50:10.957,1789339810.957507,81,742
2026-09-13 19:50:11.947,1789339811.9473166,85,705
2026-09-13 19:50:12.259,1789339812.2590058,86,694
2026-09-13 19:50:12.983,1789339812.9830058,83,724
2026-09-13 19:50:13.928,1789339813.928042,73,822
2026-09-13 19:50:14.963,1789339814.9631512,68,886
2026-09-13 19:50:15.952,1789339815.9525046,67,894
2026-09-13 19:50:16.217,1789339816.2174282,76,791
2026-09-13 19:50:16.942,1789339816.942428,83,725
2026-09-13 19:50:17.934,1789339817.934836,85,702
2026-09-13 19:50:18.922,1789339818.9222744,83,722
2026-09-13 19:50:20.005,1789339820.0052845,74,810
2026-09-13 19:50:20.114,1789339820.114282,70,853
2026-09-13 19:50:20.992,1789339820.9922822,68,878
2026-09-13 19:50:21.983,1789339821.9833007,70,854
2026-09-13 19:50:22.223,1789339822.2230823,80,749
2026-09-13 19:50:22.928,1789339822.9280822,85,705
2026-09-13 19:50:23.962,1789339823.9628403,88,681
2026-09-13 19:50:24.952,1789339824.9522917,85,706
2026-09-13 19:50:25.942,1789339825.9424703,73,825
2026-09-13 19:50:26.932,1789339826.932713,65,924
2026-09-13 19:50:27.967,1789339827.96784,64,941
2026-09-13 19:50:28.259,1789339828.2594945,71,842
2026-09-13 19:50:29.002,1789339829.0024948,81,743
2026-09-13 19:50:29.948,1789339829.9481936,84,711
2026-09-13 19:50:30.982,1789339830.9822304,82,730
2026-09-13 19:50:31.927,1789339831.927872,68,886
