timestamp_local,timestamp_epoch_s,x_mg,y_mg,z_mg
2026-09-13 19:49:58.965,1789339798.965792,-139,-967,109
2026-09-13 19:49:58.985,1789339798.985792,-140,-969,98
2026-09-13 19:49:59.005,1789339799.005792,-139,-970,105
2026-09-13 19:49:59.025,1789339799.025792,-140,-970,99
2026-09-13 19:49:59.045,1789339799.0457919,-140,-972,113
2026-09-13 19:49:59.065,1789339799.0657918,-142,-972,119
2026-09-13 19:49:59.085,1789339799.0857918,-142,-969,115
2026-09-13 19:49:59.105,1789339799.105792,-142,-967,114
2026-09-13 19:49:59.125,1789339799.125792,-143,-967,111
2026-09-13 19:49:59.145,1789339799.145792,-142,-968,106
2026-09-13 19:49:59.165,1789339799.165792,-142,-970,101
2026-09-13 19:49:59.185,1789339799.185792,-143,-973,107
2026-09-13 19:49:59.205,1789339799.205792,-142,-973,106
2026-09-13 19:49:59.225,1789339799.225792,-143,-971,110
2026-09-13 19:49:59.245,1789339799.245792,-143,-971,111
2026-09-13 19:49:59.265,1789339799.265792,-143,-967,119
2026-09-13 19:49:59.285,1789339799.2857919,-142,-965,120
2026-09-13 19:49:59.305,1789339799.3057919,-144,-967,119
2026-09-13 19:49:59.325,1789339799.3257918,-143,-966,120
2026-09-13 19:49:59.345,1789339799.345792,-143,-966,116
2026-09-13 19:49:59.365,1789339799.365792,-142,-967,122
2026-09-13 19:49:59.385,1789339799.385792,-143,-967,122
2026-09-13 19:49:59.405,1789339799.405792,-144,-968,125
2026-09-13 19:49:59.425,1789339799.425792,-145,-965,127
2026-09-13 19:49:59.445,1789339799.445792,-145,-968,128
2026-09-13 19:49:59.465,1789339799.465792,-146,-967,126
2026-09-13 19:49:59.485,1789339799.485792,-144,-972,119
2026-09-13 19:49:59.505,1789339799.505792,-142,-972,111
2026-09-13 19:49:59.525,1789339799.525792,-140,-970,107
2026-09-13 19:49:59.545,1789339799.5457919,-143,-967,116
2026-09-13 19:49:59.565,1789339799.5657918,-144,-969,122
2026-09-13 19:49:59.585,1789339799.5857918,-144,-972,116
2026-09-13 19:49:59.605,1789339799.605792,-142,-974,97
2026-09-13 19:49:59.625,1789339799.625792,-139,-975,120
2026-09-13 19:49:59.645,1789339799.645792,-141,-974,129
2026-09-13 19:49:59.665,1789339799.665792,-143,-969,105
