timestamp_local,timestamp_epoch_s,hr_bpm,rr_ms
2026-09-13 19:43:12.951,1789339392.9513931,74,809
2026-09-13 19:43:13.941,1789339393.941088,79,761
2026-09-13 19:43:14.931,1789339394.9313433,82,735
2026-09-13 19:43:15.208,1789339395.2085567,81,744
2026-09-13 19:43:15.966,1789339395.9665568,79,758
2026-09-13 19:43:16.956,1789339396.9564795,83,725
2026-09-13 19:43:17.946,1789339397.9464061,81,737
2026-09-13 19:43:18.243,1789339398.243504,81,741
2026-09-13 19:43:18.938,1789339398.938504,86,695
2026-09-13 19:43:19.926,1789339399.9262085,86,698
2026-09-13 19:43:20.961,1789339400.9612012,82,734
2026-09-13 19:43:21.951,1789339401.951144,77,780
2026-09-13 19:43:22.941,1789339402.9410734,74,816
2026-09-13 19:43:23.072,1789339403.0722017,70,854
2026-09-13 19:43:23.931,1789339403.9312017,70,859
2026-09-13 19:43:24.966,1789339404.9666278,67,894
2026-09-13 19:43:25.956,1789339405.956754,69,868
2026-09-13 19:43:26.946,1789339406.9464262,70,863
2026-09-13 19:43:27.938,1789339407.9384737,68,877
2026-09-13 19:43:28.971,1789339408.97143,67,893
2026-09-13 19:43:29.963,1789339409.9639866,67,895
2026-09-13 19:43:30.077,1789339410.0771172,69,874
2026-09-13 19:43:30.951,1789339410.951117,69,874
2026-09-13 19:43:31.941,1789339411.9413745,68,879
2026-09-13 19:43:32.931,1789339412.9310958,66,911
2026-09-13 19:43:33.966,1789339413.9665723,65,925
2026-09-13 19:43:34.956,1789339414.956631,65,921
2026-09-13 19:43:35.946,1789339415.9460802,66,903
2026-09-13 19:43:36.938,1789339416.938552,65,928
2026-09-13 19:43:37.926,1789339417.9265423,63,953
2026-09-13 19:43:38.961,1789339418.961506,62,973
2026-09-13 19:43:39.951,1789339419.951428,63,955
2026-09-13 19:43:40.941,1789339420.9412704,62,967
2026-09-13 19:43:41.933,1789339421.9338858,62,964
