timestamp_local,timestamp_epoch_s,hr_bpm,rr_ms
2026-09-13 19:04:22.981,1789337062.9819508,97,621
2026-09-13 19:04:23.971,1789337063.9717016,100,600
2026-09-13 19:04:24.387,1789337064.387343,103,585
2026-09-13 19:04:24.961,1789337064.961343,105,574
2026-09-13 19:04:25.415,1789337065.4156275,105,573
2026-09-13 19:04:25.996,1789337065.9966278,103,581
2026-09-13 19:04:26.987,1789337066.987444,100,600
2026-09-13 19:04:27.349,1789337067.3494503,96,623
2026-09-13 19:04:27.979,1789337067.9794505,95,630
2026-09-13 19:04:28.345,1789337068.345648,95,630
2026-09-13 19:04:28.966,1789337068.9666483,97,621
2026-09-13 19:04:30.001,1789337070.001772,101,594
2026-09-13 19:04:30.421,1789337070.4217672,103,580
2026-09-13 19:04:30.991,1789337070.991767,105,570
2026-09-13 19:04:31.456,1789337071.4562967,106,566
2026-09-13 19:04:32.026,1789337072.0262966,105,570
2026-09-13 19:04:32.971,1789337072.9717216,102,587
2026-09-13 19:04:33.331,1789337073.3312807,98,610
2026-09-13 19:04:33.962,1789337073.9622808,95,631
2026-09-13 19:04:34.377,1789337074.3772154,95,631
2026-09-13 19:04:34.996,1789337074.9962156,97,619
2026-09-13 19:04:36.031,1789337076.0315485,101,596
2026-09-13 19:04:36.406,1789337076.4062977,104,579
2026-09-13 19:04:36.976,1789337076.9762974,105,570
2026-09-13 19:04:37.397,1789337077.3974533,106,566
2026-09-13 19:04:37.966,1789337077.9664533,105,569
2026-09-13 19:04:39.001,1789337079.0012162,103,582
2026-09-13 19:04:39.372,1789337079.3723004,100,602
2026-09-13 19:04:39.991,1789337079.9913,97,619
2026-09-13 19:04:40.362,1789337080.362907,96,623
2026-09-13 19:04:40.981,1789337080.9819067,97,619
2026-09-13 19:04:41.389,1789337081.3893602,100,599
2026-09-13 19:04:41.971,1789337081.9713602,103,582
2026-09-13 19:04:42.961,1789337082.961206,105,571
2026-09-13 19:04:43.424,1789337083.4245276,106,565
2026-09-13 19:04:43.996,1789337083.9965277,105,572
2026-09-13 19:04:44.987,1789337084.9874206,102,591
2026-09-13 19:04:45.296,1789337085.2963033,94,640
2026-09-13 19:04:45.976,1789337085.9763033,88,680
2026-09-13 19:04:46.966,1789337086.9668162,87,686
2026-09-13 19:04:47.376,1789337087.3767796,89,673
2026-09-13 19:04:48.001,1789337088.0017798,96,625
2026-09-13 19:04:48.400,1789337088.400477,99,605
2026-09-13 19:04:48.992,1789337088.992477,101,592
2026-09-13 19:04:49.399,1789337089.399641,103,581
2026-09-13 19:04:49.981,1789337089.981641,103,582
2026-09-13 19:04:50.971,1789337090.9718215,102,586
2026-09-13 19:04:51.360,1789337091.3606045,101,592
2026-09-13 19:04:51.962,1789337091.9626043,100,602
2026-09-13 19:04:52.411,1789337092.4117332,100,598
2026-09-13 19:04:52.996,1789337092.9967332,103,585
2026-09-13 19:04:53.429,1789337093.4297135,106,567
2026-09-13 19:04:53.986,1789337093.9867134,108,557
2026-09-13 19:04:54.976,1789337094.9763067,110,547
2026-09-13 19:04:55.428,1789337095.428465,111,539
2026-09-13 19:04:55.966,1789337095.966465,112,538
2026-09-13 19:04:56.402,1789337096.402907,111,541
2026-09-13 19:04:56.956,1789337096.9569068,108,554
2026-09-13 19:04:57.397,1789337097.3977003,104,575
2026-09-13 19:04:57.991,1789337097.9917004,101,594
2026-09-13 19:04:58.981,1789337098.9818363,101,596
2026-09-13 19:04:59.404,1789337099.4045074,103,581
2026-09-13 19:04:59.971,1789337099.9715075,106,567
2026-09-13 19:05:00.408,1789337100.408452,107,560
2026-09-13 19:05:00.961,1789337100.961452,108,553
2026-09-13 19:05:01.439,1789337101.4396636,109,552
2026-09-13 19:05:01.996,1789337101.9966636,108,557
2026-09-13 19:05:02.986,1789337102.9869065,105,571
2026-09-13 19:05:03.374,1789337103.3742785,102,589
2026-09-13 19:05:03.976,1789337103.9762785,100,602
2026-09-13 19:05:04.376,1789337104.3767326,100,602
2026-09-13 19:05:04.968,1789337104.9687326,101,592
2026-09-13 19:05:05.442,1789337105.4427679,105,573
2026-09-13 19:05:06.001,1789337106.0017679,107,559
2026-09-13 19:05:06.992,1789337106.9925113,109,550
2026-09-13 19:05:07.484,1789337107.4843233,110,544
2026-09-13 19:05:08.027,1789337108.0273235,110,543
2026-09-13 19:05:08.409,1789337108.4097466,109,548
2026-09-13 19:05:08.971,1789337108.971747,107,562
2026-09-13 19:05:09.375,1789337109.3757775,103,581
2026-09-13 19:05:09.962,1789337109.9627776,102,587
2026-09-13 19:05:10.425,1789337110.4255753,102,587
2026-09-13 19:05:10.997,1789337110.9975753,105,572
2026-09-13 19:05:11.986,1789337111.9867475,107,561
2026-09-13 19:05:12.432,1789337112.4323342,109,551
2026-09-13 19:05:12.976,1789337112.976334,110,544
