timestamp_local,timestamp_epoch_s,ecg_uV
2026-09-11 19:37:52.962,1789166272.9623919,-24
2026-09-11 19:37:52.970,1789166272.9700842,-16
2026-09-11 19:37:52.977,1789166272.9777765,-14
2026-09-11 19:37:52.985,1789166272.9854689,-19
2026-09-11 19:37:52.993,1789166272.9931612,-29
2026-09-11 19:37:53.000,1789166273.0008533,-31
2026-09-11 19:37:53.008,1789166273.0085456,-29
2026-09-11 19:37:53.016,1789166273.016238,-29
2026-09-11 19:37:53.023,1789166273.0239303,-19
2026-09-11 19:37:53.031,1789166273.0316226,0
2026-09-11 19:37:53.039,1789166273.039315,16
2026-09-11 19:37:53.047,1789166273.0470073,26
2026-09-11 19:37:53.054,1789166273.0546997,14
2026-09-11 19:37:53.062,1789166273.0623918,-7
2026-09-11 19:37:53.070,1789166273.070084,-24
2026-09-11 19:37:53.077,1789166273.0777764,-36
2026-09-11 19:37:53.085,1789166273.0854688,-36
2026-09-11 19:37:53.093,1789166273.093161,-31
2026-09-11 19:37:53.100,1789166273.1008534,-24
2026-09-11 19:37:53.108,1789166273.1085458,-24
2026-09-11 19:37:53.116,1789166273.116238,-24
2026-09-11 19:37:53.123,1789166273.1239302,-26
2026-09-11 19:37:53.131,1789166273.1316226,-29
2026-09-11 19:37:53.139,1789166273.139315,-4
2026-09-11 19:37:53.147,1789166273.1470072,123
2026-09-11 19:37:53.154,1789166273.1546996,388
2026-09-11 19:37:53.162,1789166273.162392,715
2026-09-11 19:37:53.170,1789166273.1700842,938
2026-09-11 19:37:53.177,1789166273.1777766,606
2026-09-11 19:37:53.185,1789166273.1854687,-210
2026-09-11 19:37:53.193,1789166273.193161,-487
2026-09-11 19:37:53.200,1789166273.2008533,-121
2026-09-11 19:37:53.208,1789166273.2085457,-16
2026-09-11 19:37:53.216,1789166273.216238,-140
2026-09-11 19:37:53.223,1789166273.2239304,-84
2026-09-11 19:37:53.231,1789166273.2316227,-33
2026-09-11 19:37:53.239,1789166273.239315,-75
2026-09-11 19:37:53.247,1789166273.2470071,-60
2026-09-11 19:37:53.254,1789166273.2546995,-24
2026-09-11 19:37:53.262,1789166273.2623918,-29
2026-09-11 19:37:53.270,1789166273.2700841,-29
2026-09-11 19:37:53.277,1789166273.2777765,-9
2026-09-11 19:37:53.285,1789166273.2854688,0
2026-09-11 19:37:53.293,1789166273.2931612,4
2026-09-11 19:37:53.300,1789166273.3008535,19
2026-09-11 19:37:53.308,1789166273.3085456,31
2026-09-11 19:37:53.316,1789166273.316238,43
2026-09-11 19:37:53.323,1789166273.3239303,55
2026-09-11 19:37:53.331,1789166273.3316226,67
2026-09-11 19:37:53.339,1789166273.339315,82
2026-09-11 19:37:53.347,1789166273.3470073,94
2026-09-11 19:37:53.354,1789166273.3546996,101
2026-09-11 19:37:53.362,1789166273.362392,109
2026-09-11 19:37:53.370,1789166273.370084,111
2026-09-11 19:37:53.377,1789166273.3777764,106
2026-09-11 19:37:53.385,1789166273.3854687,101
2026-09-11 19:37:53.393,1789166273.393161,97
2026-09-11 19:37:53.400,1789166273.4008534,84
2026-09-11 19:37:53.408,1789166273.4085457,60
2026-09-11 19:37:53.416,1789166273.416238,29
2026-09-11 19:37:53.423,1789166273.4239304,0
2026-09-11 19:37:53.431,1789166273.4316225,-26
2026-09-11 19:37:53.439,1789166273.4393148,-53
2026-09-11 19:37:53.447,1789166273.4470072,-72
2026-09-11 19:37:53.454,1789166273.4546995,-80
2026-09-11 19:37:53.462,1789166273.4623919,-82
2026-09-11 19:37:53.470,1789166273.4700842,-77
2026-09-11 19:37:53.477,1789166273.4777765,-67
2026-09-11 19:37:53.485,1789166273.4854689,-60
2026-09-11 19:37:53.493,1789166273.4931612,-50
2026-09-11 19:37:53.500,1789166273.5008533,-41
2026-09-11 19:37:53.508,1789166273.5085456,-33
2026-09-11 19:37:53.516,1789166273.516238,-33
2026-09-11 19:37:53.523,1789166273.5233686,-31
2026-09-11 19:37:53.531,1789166273.531061,-21
2026-09-11 19:37:53.538,1789166273.5387533,-21
2026-09-11 19:37:53.546,1789166273.5464456,-29
2026-09-11 19:37:53.554,1789166273.554138,-31
2026-09-11 19:37:53.561,1789166273.56183,-29
2026-09-11 19:37:53.569,1789166273.5695224,-36
2026-09-11 19:37:53.577,1789166273.5772147,-48
2026-09-11 19:37:53.584,1789166273.584907,-46
2026-09-11 19:37:53.592,1789166273.5925994,-38
2026-09-11 19:37:53.600,1789166273.6002917,-33
2026-09-11 19:37:53.607,1789166273.607984,-16
2026-09-11 19:37:53.615,1789166273.6156764,9
2026-09-11 19:37:53.623,1789166273.6233685,26
2026-09-11 19:37:53.631,1789166273.6310608,19
2026-09-11 19:37:53.638,1789166273.6387532,4
2026-09-11 19:37:53.646,1789166273.6464455,-9
2026-09-11 19:37:53.654,1789166273.6541378,-24
2026-09-11 19:37:53.661,1789166273.6618302,-36
2026-09-11 19:37:53.669,1789166273.6695225,-41
2026-09-11 19:37:53.677,1789166273.6772149,-38
2026-09-11 19:37:53.684,1789166273.684907,-31
2026-09-11 19:37:53.692,1789166273.6925993,-26
2026-09-11 19:37:53.700,1789166273.7002916,-29
2026-09-11 19:37:53.707,1789166273.707984,-33
2026-09-11 19:37:53.715,1789166273.7156763,-33
2026-09-11 19:37:53.723,1789166273.7233686,4
2026-09-11 19:37:53.731,1789166273.731061,147
2026-09-11 19:37:53.738,1789166273.7387533,385
2026-09-11 19:37:53.746,1789166273.7464454,700
2026-09-11 19:37:53.754,1789166273.7541378,928
2026-09-11 19:37:53.761,1789166273.76183,533
2026-09-11 19:37:53.769,1789166273.7695224,-271
2026-09-11 19:37:53.777,1789166273.7772148,-419
2026-09-11 19:37:53.784,1789166273.784907,-60
2026-09-11 19:37:53.792,1789166273.7925994,-33
2026-09-11 19:37:53.800,1789166273.8002918,-143
2026-09-11 19:37:53.807,1789166273.8079839,-67
2026-09-11 19:37:53.815,1789166273.8156762,-31
2026-09-11 19:37:53.823,1789166273.8233685,-72
2026-09-11 19:37:53.831,1789166273.831061,-53
2026-09-11 19:37:53.838,1789166273.8387532,-21
2026-09-11 19:37:53.846,1789166273.8464456,-29
2026-09-11 19:37:53.854,1789166273.854138,-24
2026-09-11 19:37:53.861,1789166273.8618302,-4
2026-09-11 19:37:53.869,1789166273.8695223,2
2026-09-11 19:37:53.877,1789166273.8772147,4
2026-09-11 19:37:53.884,1789166273.884907,14
2026-09-11 19:37:53.892,1789166273.8925993,29
2026-09-11 19:37:53.900,1789166273.9002917,48
2026-09-11 19:37:53.907,1789166273.907984,67
2026-09-11 19:37:53.915,1789166273.9156764,75
2026-09-11 19:37:53.923,1789166273.9233687,77
2026-09-11 19:37:53.931,1789166273.9310608,82
2026-09-11 19:37:53.938,1789166273.9387531,89
2026-09-11 19:37:53.946,1789166273.9464455,99
2026-09-11 19:37:53.954,1789166273.9541378,97
2026-09-11 19:37:53.961,1789166273.9618301,89
2026-09-11 19:37:53.969,1789166273.9695225,82
2026-09-11 19:37:53.977,1789166273.9772148,75
2026-09-11 19:37:53.984,1789166273.9849072,65
2026-09-11 19:37:53.992,1789166273.9925992,50
2026-09-11 19:37:54.000,1789166274.0002916,24
2026-09-11 19:37:54.007,1789166274.007984,-4
2026-09-11 19:37:54.015,1789166274.0156763,-26
2026-09-11 19:37:54.023,1789166274.0233686,-38
2026-09-11 19:37:54.031,1789166274.031061,-50
2026-09-11 19:37:54.038,1789166274.0387533,-60
2026-09-11 19:37:54.046,1789166274.0464456,-63
2026-09-11 19:37:54.054,1789166274.054138,-58
2026-09-11 19:37:54.061,1789166274.06183,-53
2026-09-11 19:37:54.069,1789166274.0695224,-43
2026-09-11 19:37:54.077,1789166274.0772147,-36
2026-09-11 19:37:54.084,1789166274.084315,-33
2026-09-11 19:37:54.092,1789166274.0920074,-26
2026-09-11 19:37:54.099,1789166274.0996997,-21
2026-09-11 19:37:54.107,1789166274.107392,-19
2026-09-11 19:37:54.115,1789166274.1150844,-16
2026-09-11 19:37:54.122,1789166274.1227765,-19
2026-09-11 19:37:54.130,1789166274.1304688,-26
2026-09-11 19:37:54.138,1789166274.1381612,-29
2026-09-11 19:37:54.145,1789166274.1458535,-24
2026-09-11 19:37:54.153,1789166274.1535459,-26
2026-09-11 19:37:54.161,1789166274.1612382,-33
2026-09-11 19:37:54.168,1789166274.1689305,-33
2026-09-11 19:37:54.176,1789166274.1766229,-31
2026-09-11 19:37:54.184,1789166274.184315,-21
2026-09-11 19:37:54.192,1789166274.1920073,0
2026-09-11 19:37:54.199,1789166274.1996996,26
2026-09-11 19:37:54.207,1789166274.207392,38
2026-09-11 19:37:54.215,1789166274.2150843,33
2026-09-11 19:37:54.222,1789166274.2227767,21
2026-09-11 19:37:54.230,1789166274.230469,4
2026-09-11 19:37:54.238,1789166274.2381613,-9
2026-09-11 19:37:54.245,1789166274.2458534,-21
2026-09-11 19:37:54.253,1789166274.2535458,-24
2026-09-11 19:37:54.261,1789166274.261238,-24
2026-09-11 19:37:54.268,1789166274.2689304,-24
2026-09-11 19:37:54.276,1789166274.2766228,-21
2026-09-11 19:37:54.284,1789166274.284315,-19
2026-09-11 19:37:54.292,1789166274.2920074,-19
2026-09-11 19:37:54.299,1789166274.2996998,-26
2026-09-11 19:37:54.307,1789166274.307392,4
2026-09-11 19:37:54.315,1789166274.3150842,135
2026-09-11 19:37:54.322,1789166274.3227766,356
2026-09-11 19:37:54.330,1789166274.330469,659
2026-09-11 19:37:54.338,1789166274.3381612,882
2026-09-11 19:37:54.345,1789166274.3458536,509
2026-09-11 19:37:54.353,1789166274.353546,-242
2026-09-11 19:37:54.361,1789166274.3612382,-373
2026-09-11 19:37:54.368,1789166274.3689303,-43
2026-09-11 19:37:54.376,1789166274.3766227,-21
2026-09-11 19:37:54.384,1789166274.384315,-118
2026-09-11 19:37:54.392,1789166274.3920074,-53
2026-09-11 19:37:54.399,1789166274.3996997,-26
2026-09-11 19:37:54.407,1789166274.407392,-58
2026-09-11 19:37:54.415,1789166274.4150844,-36
2026-09-11 19:37:54.422,1789166274.4227767,-12
2026-09-11 19:37:54.430,1789166274.4304688,-14
2026-09-11 19:37:54.438,1789166274.4381611,-2
2026-09-11 19:37:54.445,1789166274.4458535,7
2026-09-11 19:37:54.453,1789166274.4535458,9
2026-09-11 19:37:54.461,1789166274.4612381,21
2026-09-11 19:37:54.468,1789166274.4689305,33
2026-09-11 19:37:54.476,1789166274.4766228,46
2026-09-11 19:37:54.484,1789166274.4843152,58
2026-09-11 19:37:54.492,1789166274.4920073,67
2026-09-11 19:37:54.499,1789166274.4996996,70
2026-09-11 19:37:54.507,1789166274.507392,84
2026-09-11 19:37:54.515,1789166274.5150843,106
2026-09-11 19:37:54.522,1789166274.5227766,113
2026-09-11 19:37:54.530,1789166274.530469,113
2026-09-11 19:37:54.538,1789166274.5381613,109
2026-09-11 19:37:54.545,1789166274.5458536,97
2026-09-11 19:37:54.553,1789166274.5535457,94
2026-09-11 19:37:54.561,1789166274.561238,97
2026-09-11 19:37:54.568,1789166274.5689304,84
2026-09-11 19:37:54.576,1789166274.5766227,65
2026-09-11 19:37:54.584,1789166274.584315,43
2026-09-11 19:37:54.592,1789166274.5920074,12
2026-09-11 19:37:54.599,1789166274.5996997,-14
2026-09-11 19:37:54.607,1789166274.607392,-33
2026-09-11 19:37:54.615,1789166274.6150844,-50
2026-09-11 19:37:54.622,1789166274.6227765,-63
2026-09-11 19:37:54.630,1789166274.6304688,-63
2026-09-11 19:37:54.638,1789166274.6381612,-60
2026-09-11 19:37:54.645,1789166274.6452916,-50
2026-09-11 19:37:54.652,1789166274.652984,-33
2026-09-11 19:37:54.660,1789166274.6606762,-33
2026-09-11 19:37:54.668,1789166274.6683686,-38
2026-09-11 19:37:54.676,1789166274.676061,-31
2026-09-11 19:37:54.683,1789166274.683753,-14
2026-09-11 19:37:54.691,1789166274.6914454,-19
2026-09-11 19:37:54.699,1789166274.6991377,-36
2026-09-11 19:37:54.706,1789166274.70683,-33
2026-09-11 19:37:54.714,1789166274.7145224,-21
2026-09-11 19:37:54.722,1789166274.7222147,-19
2026-09-11 19:37:54.729,1789166274.729907,-26
2026-09-11 19:37:54.737,1789166274.7375994,-36
2026-09-11 19:37:54.745,1789166274.7452915,-43
2026-09-11 19:37:54.752,1789166274.7529838,-38
2026-09-11 19:37:54.760,1789166274.7606761,-36
2026-09-11 19:37:54.768,1789166274.7683685,-26
2026-09-11 19:37:54.776,1789166274.7760608,-2
2026-09-11 19:37:54.783,1789166274.7837532,21
2026-09-11 19:37:54.791,1789166274.7914455,33
2026-09-11 19:37:54.799,1789166274.7991378,26
2026-09-11 19:37:54.806,1789166274.80683,12
2026-09-11 19:37:54.814,1789166274.8145223,-7
2026-09-11 19:37:54.822,1789166274.8222146,-31
2026-09-11 19:37:54.829,1789166274.829907,-36
2026-09-11 19:37:54.837,1789166274.8375993,-21
2026-09-11 19:37:54.845,1789166274.8452916,-21
2026-09-11 19:37:54.852,1789166274.852984,-29
2026-09-11 19:37:54.860,1789166274.8606763,-29
2026-09-11 19:37:54.868,1789166274.8683684,-29
2026-09-11 19:37:54.876,1789166274.8760607,-36
2026-09-11 19:37:54.883,1789166274.883753,-33
2026-09-11 19:37:54.891,1789166274.8914454,2
2026-09-11 19:37:54.899,1789166274.8991377,162
2026-09-11 19:37:54.906,1789166274.90683,460
2026-09-11 19:37:54.914,1789166274.9145224,780
2026-09-11 19:37:54.922,1789166274.9222147,836
2026-09-11 19:37:54.929,1789166274.9299068,278
2026-09-11 19:37:54.937,1789166274.9375992,-436
2026-09-11 19:37:54.945,1789166274.9452915,-412
2026-09-11 19:37:54.952,1789166274.9529839,-46
2026-09-11 19:37:54.960,1789166274.9606762,-55
2026-09-11 19:37:54.968,1789166274.9683685,-121
2026-09-11 19:37:54.976,1789166274.9760609,-33
2026-09-11 19:37:54.983,1789166274.9837532,-21
2026-09-11 19:37:54.991,1789166274.9914453,-53
2026-09-11 19:37:54.999,1789166274.9991376,-19
2026-09-11 19:37:55.006,1789166275.00683,0
2026-09-11 19:37:55.014,1789166275.0145223,-9
2026-09-11 19:37:55.022,1789166275.0222147,4
2026-09-11 19:37:55.029,1789166275.029907,26
2026-09-11 19:37:55.037,1789166275.0375993,29
2026-09-11 19:37:55.045,1789166275.0452917,36
2026-09-11 19:37:55.052,1789166275.0529838,58
