timestamp_local,timestamp_epoch_s,ecg_uV
2026-09-13 19:07:41.526,1789337261.526773,-58
2026-09-13 19:07:41.534,1789337261.5344653,-72
2026-09-13 19:07:41.542,1789337261.5421576,-94
2026-09-13 19:07:41.549,1789337261.54985,-113
2026-09-13 19:07:41.557,1789337261.5575423,-118
2026-09-13 19:07:41.565,1789337261.5652344,-118
2026-09-13 19:07:41.572,1789337261.5729268,-121
2026-09-13 19:07:41.580,1789337261.580619,-118
2026-09-13 19:07:41.588,1789337261.5883114,-116
2026-09-13 19:07:41.596,1789337261.5960038,-123
2026-09-13 19:07:41.603,1789337261.603696,-133
2026-09-13 19:07:41.611,1789337261.6113884,-130
2026-09-13 19:07:41.619,1789337261.6190808,-60
2026-09-13 19:07:41.626,1789337261.6267729,133
2026-09-13 19:07:41.634,1789337261.6344652,465
2026-09-13 19:07:41.642,1789337261.6421576,698
2026-09-13 19:07:41.649,1789337261.64985,303
2026-09-13 19:07:41.657,1789337261.6575422,-375
2026-09-13 19:07:41.665,1789337261.6652346,-385
2026-09-13 19:07:41.672,1789337261.672927,-63
2026-09-13 19:07:41.680,1789337261.6806192,-109
2026-09-13 19:07:41.688,1789337261.6883113,-208
2026-09-13 19:07:41.696,1789337261.6960037,-130
2026-09-13 19:07:41.703,1789337261.703696,-116
2026-09-13 19:07:41.711,1789337261.7113883,-157
2026-09-13 19:07:41.719,1789337261.7190807,-135
2026-09-13 19:07:41.726,1789337261.726773,-113
2026-09-13 19:07:41.734,1789337261.7344654,-121
2026-09-13 19:07:41.742,1789337261.7421577,-113
2026-09-13 19:07:41.749,1789337261.7498498,-94
2026-09-13 19:07:41.757,1789337261.7575421,-87
2026-09-13 19:07:41.765,1789337261.7652345,-84
2026-09-13 19:07:41.772,1789337261.7729268,-82
2026-09-13 19:07:41.780,1789337261.7806191,-70
2026-09-13 19:07:41.788,1789337261.7883115,-60
2026-09-13 19:07:41.796,1789337261.7960038,-58
2026-09-13 19:07:41.803,1789337261.8036962,-55
2026-09-13 19:07:41.811,1789337261.8113883,-46
2026-09-13 19:07:41.819,1789337261.8190806,-41
2026-09-13 19:07:41.826,1789337261.826773,-43
2026-09-13 19:07:41.834,1789337261.8344653,-48
2026-09-13 19:07:41.842,1789337261.8421576,-50
2026-09-13 19:07:41.849,1789337261.84985,-55
2026-09-13 19:07:41.857,1789337261.8575423,-53
2026-09-13 19:07:41.865,1789337261.8652346,-50
2026-09-13 19:07:41.872,1789337261.8729267,-58
2026-09-13 19:07:41.880,1789337261.880619,-70
2026-09-13 19:07:41.888,1789337261.8883114,-87
2026-09-13 19:07:41.896,1789337261.8960037,-109
2026-09-13 19:07:41.903,1789337261.903696,-118
2026-09-13 19:07:41.911,1789337261.9113884,-123
2026-09-13 19:07:41.919,1789337261.9190807,-133
2026-09-13 19:07:41.926,1789337261.926773,-133
2026-09-13 19:07:41.934,1789337261.9344652,-128
2026-09-13 19:07:41.942,1789337261.9421575,-126
2026-09-13 19:07:41.949,1789337261.9498498,-123
2026-09-13 19:07:41.957,1789337261.9575422,-116
2026-09-13 19:07:41.965,1789337261.9652345,-106
2026-09-13 19:07:41.972,1789337261.9729269,-101
2026-09-13 19:07:41.980,1789337261.9806192,-99
2026-09-13 19:07:41.988,1789337261.9883115,-97
2026-09-13 19:07:41.996,1789337261.9960036,-94
2026-09-13 19:07:42.003,1789337262.003696,-89
2026-09-13 19:07:42.011,1789337262.0113883,-89
2026-09-13 19:07:42.019,1789337262.0190806,-94
2026-09-13 19:07:42.026,1789337262.026773,-101
2026-09-13 19:07:42.034,1789337262.0344653,-99
2026-09-13 19:07:42.042,1789337262.0421576,-87
2026-09-13 19:07:42.049,1789337262.04985,-72
2026-09-13 19:07:42.057,1789337262.0575423,-58
2026-09-13 19:07:42.065,1789337262.0652344,-36
2026-09-13 19:07:42.072,1789337262.0729268,-24
2026-09-13 19:07:42.080,1789337262.080619,-33
2026-09-13 19:07:42.087,1789337262.0877192,-53
2026-09-13 19:07:42.095,1789337262.0954115,-72
2026-09-13 19:07:42.103,1789337262.1031039,-87
2026-09-13 19:07:42.110,1789337262.1107962,-92
2026-09-13 19:07:42.118,1789337262.1184886,-94
2026-09-13 19:07:42.126,1789337262.1261806,-92
